title,slug,subtitle,location,state,region,category,platform,price,rating,reviewCount,sleeps,bedrooms,featured,editorsPick,isNew,imageUrl,affiliateUrl,description
"Stylish Houseboat — Mill Valley","houseboat-mill-valley-ca","Floating home in the iconic Sausalito community","Mill Valley, California","California","West",3,"Airbnb",395,4.99,150,2,1,false,true,false,"https://a0.muscache.com/im/pictures/miso/Hosting-50129710/original/cd65b470-62d5-41a4-9ef7-3dfc12682459.jpeg","https://www.airbnb.com/united-states/stays/houseboats","A stylish floating home in the iconic Sausalito/Mill Valley houseboat community. Minutes from San Francisco by ferry. Stunning bay views and the unique experience of living in one of America's most famous floating neighborhoods."
"Renovated Tugboat on Private Lake","tugboat-private-lake-va","Farm animals, fishing, swimming on 142 acres","Louisa, Virginia","Virginia","Southeast",3,"Airbnb",225,4.98,320,4,2,true,true,false,"https://a0.muscache.com/im/pictures/miso/Hosting-865152819056053991/original/1d512dfa-7f3b-41ac-a2f6-e7ba7ef2946b.jpeg","https://www.airbnb.com/united-states/stays/houseboats","A renovated tugboat floating on a private 8-acre lake with an island, on 142 wooded acres with 5+ miles of hiking trails. Meet Theo the Cow, sheep, goats, and ducks. Kayaks, SUP boards, and fishing gear included."
"Modern Dome in Shawnee Forest","shawnee-forest-dome-il","Fiber internet, 6-person hot tub, tall pines","Stonefort, Illinois","Illinois","Midwest",2,"Airbnb",250,4.99,126,4,2,false,false,false,"https://a0.muscache.com/im/pictures/miso/Hosting-51907380/original/fb35a1a9-0f60-4016-b382-3a498e5d1468.jpeg","https://www.airbnb.com/united-states/stays/domes","Nestled deep in Shawnee National Forest among tall pines. A 6-person hot tub, 500 Mbps fiber internet, outdoor TV, fire pit table, and rainfall shower. The most complete dome experience in the Midwest."
"Geodesic Dome on 22 Acre Forest","geodesic-dome-22acres-ga","Outdoor shower, soaking tub, vineyard nearby","Sautee Nacoochee, Georgia","Georgia","Southeast",2,"Airbnb",210,5,241,2,1,false,false,false,"https://a0.muscache.com/im/pictures/hosting/Hosting-672259478206366300/original/c95786be-5afc-4e2b-9edf-e36defdf1def.jpeg","https://www.airbnb.com/united-states/stays/domes","Escape to 22 forested acres near Helen, Georgia. An outdoor shower and soaking tub, hiking access, and a vineyard nearby. Set in the vibrant arts district of historic Sautee Nacoochee Valley."
"Fox Wood Dome — Cedar Hot Tub","fox-wood-dome-ar","Magazine cover-worthy Ozark dome","Eureka Springs, Arkansas","Arkansas","South",2,"Airbnb",225,4.95,370,2,1,false,true,false,"https://a0.muscache.com/im/pictures/76fc4691-777c-4f59-86bd-f3d8beca48f0.jpg","https://www.airbnb.com/united-states/stays/domes","As seen on the cover of 417 Magazine. A 100% climate-controlled dome with an outdoor cedar soaking tub, hammock, and rolling Ozark forest views. 15 minutes to the charming Victorian town of Eureka Springs."
"SkyDome Hideaway","skydome-hideaway-tx","First luxury dome in DFW","Gainesville, Texas","Texas","South",2,"Airbnb",275,4.98,429,2,1,false,true,false,"https://a0.muscache.com/im/pictures/624c8ac3-8645-4348-8058-d2ec2e4a92a6.jpg","https://www.airbnb.com/united-states/stays/domes","The first luxury geodesic dome in the Dallas-Fort Worth area. Nestled on a hill among oak trees with a hot tub and outdoor shower. Perfect for couples and honeymooners within an hour of DFW."
"Romantic Mountain Escape Dome","romantic-mountain-dome-nc","Skylight stargazing in the Smoky Mountains","Sylva, North Carolina","North Carolina","Southeast",2,"Airbnb",225,4.99,236,2,1,true,true,false,"https://a0.muscache.com/im/pictures/miso/Hosting-648913477943796142/original/f06997e4-bd78-4392-9a23-fadc951f4b83.jpeg","https://www.airbnb.com/united-states/stays/domes","A skylight dome in the Smoky Mountains where you stargaze from bed. Creek sounds below, mountain views above, and a private hot tub outside. Minutes from downtown Sylva and Harrah's Cherokee Casino."
"The Copper Fox Treehouse","copper-fox-treehouse-vt","Luxury in the Green Mountains","Pownal, Vermont","Vermont","Northeast",1,"Airbnb",275,4.99,167,2,1,false,false,false,"https://a0.muscache.com/im/pictures/miso/Hosting-764656808561517809/original/8c6045a5-ec15-4701-866e-c0958eeb7860.jpeg","https://www.airbnb.com/rooms/1025206498994795956","A beautifully crafted treehouse in the Green Mountains of Vermont with stunning fall foliage views and high-end finishes throughout. The most romantic treehouse in New England."
"Stargazing Planetarium Treehouse","planetarium-treehouse-ar","Airbnb OMG! Fund winner with Beaver Lake views","Springdale, Arkansas","Arkansas","South",1,"Airbnb",255,4.94,138,2,1,false,true,true,"https://a0.muscache.com/im/pictures/miso/Hosting-53142853/original/006898e6-9dfa-4eb3-aa1b-50343ac4b70e.jpeg","https://www.airbnb.com/rooms/648913477943796142","One of 100 winners of the worldwide Airbnb OMG! Fund contest. A planetarium-themed treehouse overlooking Beaver Lake near Bentonville, Arkansas — with a stargazing experience literally built into the design."
"Treehouse at Bliss Ridge Farm","bliss-ridge-farm-treehouse-vt","Best views in Vermont from a working farm","Moretown, Vermont","Vermont","Northeast",1,"Airbnb",210,4.97,178,2,1,false,false,false,"https://a0.muscache.com/im/pictures/miso/Hosting-31202365/original/bed11433-68e5-45bb-8ad6-112783ee5297.jpeg","https://www.airbnb.com/rooms/44915530","Perched on a working Vermont farm with sweeping mountain and valley views. A truly one-of-a-kind New England experience — wake up to roosters, farm animals, and the most spectacular Green Mountain scenery."
"Bide In The Trees — Luxury Skydeck Treehouse","bide-in-trees-skydeck-ga","Perched 20 feet up with a private skydeck","Box Springs, Georgia","Georgia","Southeast",1,"Airbnb",315,4.99,313,2,1,false,true,false,"https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NzU3NDMyNTM0OTYzNDMyODI5/original/0930495e-b759-4c51-939a-231f237c8951.jpeg","https://www.airbnb.com/rooms/757432534963432829","Perched over 20 feet in the air with a private skydeck for stargazing. Luxury amenities throughout this Georgia treehouse — one of the most beautifully crafted in the Southeast."
"BaseCamp TreeLoft","basecamp-treeloft-mo","Cozy seclusion with a private hot tub","Perryville, Missouri","Missouri","Midwest",1,"Airbnb",245,5,692,2,1,true,true,false,"https://a0.muscache.com/im/pictures/miso/Hosting-46593007/original/4a1f1154-ec4f-42a9-a8ae-75c4b257d37a.jpeg","https://www.airbnb.com/rooms/44119404","The first of two treehouses at BaseCamp — designed for cozy seclusion, romance, and rest. Nestled in the Missouri woods with a private hot tub and string lights. One of the highest-rated treehouses in the Midwest."
"Wander Bend Retreat","wander-bend-retreat","Cascade Mountain panoramas, ski access","Bend, Oregon","Oregon","West",7,"Wander",555,4.96,134,8,4,true,false,false,"https://assets.wander.com/593144917316862060/2440.webp","https://www.wander.com/property/wander-bend-retreat","Panoramic views of the Cascade Mountains from every window. This Wander property in Bend has a private hot tub, smart home tech, and Starlink WiFi. Mt. Bachelor ski resort is 30 minutes away."
"Wander Folly Beach","wander-folly-beach","Direct beach access near Charleston","Folly Beach, South Carolina","South Carolina","Southeast",10,"Wander",545,4.93,167,8,4,false,false,false,"https://assets.wander.com/611077836022743531/2440.webp","https://www.wander.com/property/wander-folly-beach","Every room faces the Atlantic at this Wander property on Folly Beach. Direct beach access, smart home technology, and Starlink WiFi. Charleston's world-class dining and history are 30 minutes away."
"Wander Broken Bow Trails","wander-broken-bow-trails","Deep in the Ouachita National Forest","Broken Bow, Oklahoma","Oklahoma","South",7,"Wander",475,4.94,203,8,4,false,false,false,"https://assets.wander.com/622460359587925132/1200.webp","https://www.wander.com/property/wander-broken-bow-trails","Deep in the Ouachita National Forest, this Wander property has hiking trails starting from the back door, a private hot tub, and a fire pit under the darkest skies in Oklahoma. Starlink WiFi keeps you connected."
"Wander Friday Harbor","wander-friday-harbor","Island escape accessible by ferry or floatplane","Friday Harbor, San Juan Island, Washington","Washington","West",10,"Wander",625,4.95,97,6,3,false,true,false,"https://assets.wander.com/579358946469348295/2440.webp","https://www.wander.com/property/wander-friday-harbor","San Juan Island is accessible only by ferry or floatplane — and this Wander property sits at the heart of it. Watch orca whales from the deck, explore the island by bike, and work remotely with Starlink WiFi."
"Wander Arch Cape Forest","wander-arch-cape-forest","Old-growth forest meets Pacific coast","Arch Cape, Oregon","Oregon","West",7,"Wander",595,4.96,118,8,4,true,true,false,"https://assets.wander.com/631600299819139225/1200.webp","https://www.wander.com/property/wander-arch-cape-forest","Nestled in an ancient old-growth forest on the Oregon Coast, this Wander property offers ocean views, a private hot tub, and Starlink internet. Walk directly to the beach through towering Sitka spruce trees."
"Wander Joshua Tree Starfall","wander-joshua-tree-starfall","Desert luxury under a billion stars","Joshua Tree, California","California","Southwest",2,"Wander",525,4.97,142,6,3,true,true,false,"https://assets.wander.com/621763953134930514/1200.webp","https://www.wander.com/property/wander-joshua-tree-starfall","Floor-to-ceiling glass walls face the open Mojave desert at Joshua Tree National Park. A stargazing deck, heated pool, and Starlink WiFi make this Wander property the ultimate desert escape. The park entrance is minutes away."
